시도명,시군구명,읍/면/동
세종특별자치시,세종,새롬동
인천광역시,남동구,논현동
경기도,성남시수정구,태평동
서울특별시,성동구,용답동
충청남도,아산시,온천동
서울특별시,송파구,가락동
서울특별시,은평구,불광동
충청남도,천안시동남구,풍세면
경상남도,창원시 성산구,성산동
경상북도,영천시,북안면
인천광역시,동구,송림동
경상북도,청도군,이서면
전라북도,임실군,임실읍
전라북도,장수군,천천면
서울특별시,중랑구,망우동
강원도,강릉시,사천면
인천광역시,연수구,송도동
전라남도,고흥군,고흥읍
전라남도,순천시,해룡면
전라북도,남원시,이백면
경기도,광주시,태전동
경기도,파주시,금촌동
충청남도,천안시서북구,불당동
전라남도,여수시,소라면
울산광역시,동구,방어동
충청남도,태안군,태안읍
경상남도,양산시,상북면
경상북도,칠곡군,가산면
대전광역시,대덕구,법동
강원도,속초시,노학동
경기도,안양시동안구,관양동
충청북도,청주시상당구,남일면
경기도,부천시,심곡동
경상남도,거창군,남하면
충청남도,천안시동남구,신방동
울산광역시,중구,장현동
서울특별시,중구,무교동
서울특별시,마포구,노고산동
대구광역시,서구,비산동
충청남도,공주시,의당면
경상남도,창원시 성산구,남산동
경상남도,창원시 의창구,팔용동
울산광역시,울주군,언양읍
대구광역시,달성군,구지면
경기도,파주시,연다산동
경기도,남양주시,진접읍
경기도,파주시,광탄면
인천광역시,계양구,장기동
전라남도,나주시,봉황면
대구광역시,달성군,현풍면
서울특별시,동작구,신대방동
대전광역시,유성구,봉명동
대구광역시,달서구,상인동
울산광역시,남구,무거동
경기도,오산시,내삼미동
경상북도,영덕군,영해면
경상북도,구미시,오태동
인천광역시,남동구,간석동
울산광역시,울주군,웅촌면
경상남도,함안군,법수면
충청남도,아산시,탕정면
전라북도,전주시덕진구,인후동1가
경기도,파주시,광탄면
서울특별시,성북구,장위동
경상북도,영천시,문외동
경기도,시흥시,은행동
경상남도,창원시 마산합포구,자산동
경기도,포천시,일동면
충청남도,논산시,내동
부산광역시,부산진구,범천동
부산광역시,해운대구,석대동
충청남도,서산시,부석면
충청북도,진천군,백곡면
전라남도,여수시,신기동
울산광역시,울주군,상북면
울산광역시,중구,태화동
경기도,남양주시,수동면
서울특별시,중구,황학동
강원도,강릉시,저동
전라남도,해남군,마산면
강원도,강릉시,노암동
부산광역시,강서구,죽동동
서울특별시,동작구,사당동
부산광역시,기장군,기장읍
서울특별시,강남구,일원동
서울특별시,중구,무교동
서울특별시,송파구,송파동
서울특별시,강서구,등촌동
경상남도,의령군,지정면
경상북도,김천시,조마면
전라남도,곡성군,삼기면
경기도,양평군,청운면
강원도,철원군,김화읍
인천광역시,서구,경서동
경상북도,안동시,풍산읍
울산광역시,울주군,삼남면
경상남도,함안군,군북면
경기도,의왕시,삼동
부산광역시,사하구,다대동
서울특별시,강북구,미아동
대구광역시,북구,사수동
경기도,의정부시,신곡동
경상북도,포항시북구,남빈동
대전광역시,대덕구,오정동
경기도,양주시,덕정동
경기도,성남시분당구,삼평동
서울특별시,양천구,신월동
강원도,원주시,태장동
대구광역시,남구,대명동
충청남도,서천군,장항읍
대구광역시,달서구,진천동
경상남도,의령군,화정면
인천광역시,연수구,옥련동
서울특별시,관악구,봉천동
서울특별시,서초구,방배동
인천광역시,서구,가좌동
서울특별시,서초구,방배동
경기도,남양주시,가운동
전라북도,익산시,왕궁면
서울특별시,종로구,종로3가
전라남도,여수시,묘도동
전라남도,보성군,벌교읍
전라남도,고흥군,금산면
경기도,포천시,군내면
경기도,안양시만안구,석수동
전라북도,군산시,성산면
경기도,성남시수정구,창곡동
서울특별시,종로구,필운동
부산광역시,금정구,장전동
경상남도,산청군,금서면
서울특별시,동대문구,전농동
경기도,김포시,풍무동
인천광역시,남구,학익동
경기도,부천시,역곡동
경상남도,창원시 진해구,이동
경상북도,포항시남구,지곡동
경상남도,사천시,동림동
제주특별자치도,제주시,영평동
경기도,부천시,옥길동
경기도,수원시권선구,권선동
경기도,동두천시,상패동
경기도,안양시만안구,박달동
부산광역시,남구,대연동
서울특별시,성북구,종암동
부산광역시,사상구,학장동
경기도,포천시,신북면
경상남도,사천시,사남면
경기도,동두천시,생연동
부산광역시,동구,초량동
서울특별시,동대문구,회기동
경상북도,경주시,내남면
충청북도,영동군,학산면
강원도,정선군,사북읍
경상남도,김해시,대동면
대구광역시,북구,대현동
충청북도,청주시청원구,우암동
서울특별시,관악구,봉천동
경기도,의정부시,의정부동
경기도,부천시,원미동
경기도,안산시단원구,목내동
인천광역시,서구,신현동
경기도,군포시,둔대동
서울특별시,종로구,훈정동
경기도,성남시분당구,구미동
충청남도,서산시,부석면
충청남도,아산시,신창면
강원도,원주시,판부면
경기도,군포시,금정동
전라북도,임실군,임실읍
전라남도,장흥군,대덕읍
부산광역시,사하구,신평동
경기도,부천시,상동
제주특별자치도,제주시,건입동
경상남도,창원시 의창구,동읍
강원도,강릉시,교동
경기도,안산시상록구,월피동
충청북도,청주시상당구,낭성면
부산광역시,사하구,신평동
전라북도,고창군,흥덕면
부산광역시,강서구,대저1동
경상북도,경주시,내남면
경상남도,거제시,사등면
경기도,평택시,포승읍
경상남도,창원시 마산회원구,내서읍
인천광역시,남동구,고잔동
강원도,강릉시,박월동
경상남도,함안군,칠서면
충청북도,음성군,금왕읍
충청남도,당진시,정미면
대구광역시,동구,신서동
전라북도,완주군,구이면
울산광역시,울주군,서생면
서울특별시,성북구,하월곡동
경상남도,창원시 의창구,북면
부산광역시,해운대구,우동
울산광역시,울주군,청량면
경상남도,의령군,화정면
울산광역시,울주군,삼남면
부산광역시,중구,창선동1가
대전광역시,서구,가수원동
서울특별시,종로구,명륜1가
경기도,이천시,설성면
울산광역시,북구,신명동
경상남도,창원시 마산회원구,두척동
충청남도,부여군,옥산면
경기도,안성시,보개면
경기도,파주시,산남동
경상북도,경산시,자인면
경상남도,양산시,주진동
경기도,용인시기흥구,영덕동
경기도,성남시수정구,금토동
대구광역시,북구,관음동
경기도,파주시,법원읍
서울특별시,송파구,거여동
대구광역시,중구,대봉동
경상남도,남해군,남해읍
경상남도,창원시 의창구,동읍
전라남도,고흥군,도덕면
경상북도,김천시,양천동
서울특별시,관악구,봉천동
울산광역시,울주군,웅촌면
전라남도,함평군,나산면
강원도,고성군,죽왕면
경기도,안성시,미양면
울산광역시,남구,신정동
강원도,원주시,무실동
대구광역시,달성군,논공읍
대구광역시,북구,조야동
경기도,오산시,외삼미동
경상남도,의령군,정곡면
경상남도,창원시 성산구,남산동
경상북도,영천시,화산면
부산광역시,연제구,거제동
부산광역시,금정구,금사동
울산광역시,울주군,웅촌면
인천광역시,연수구,옥련동
경기도,용인시기흥구,상하동
서울특별시,강남구,논현동
전라남도,광양시,금호동
전라남도,고흥군,두원면
전라남도,보성군,벌교읍
강원도,태백시,문곡동
충청북도,단양군,매포읍
경상남도,진주시,장재동
인천광역시,남구,용현동
강원도,홍천군,동면
대구광역시,서구,비산동
경기도,양평군,강상면
서울특별시,동대문구,답십리동
경기도,안산시상록구,본오동
경상남도,창녕군,영산면
서울특별시,서대문구,남가좌동
울산광역시,남구,선암동
제주특별자치도,제주시,삼도일동
서울특별시,양천구,신정동
전라북도,장수군,장수읍
대전광역시,서구,가수원동
경상북도,포항시북구,흥해읍
인천광역시,서구,당하동
경상북도,청도군,금천면
경기도,김포시,양촌읍
충청북도,옥천군,안내면
경기도,파주시,금촌동
전라남도,목포시,용당동
제주특별자치도,제주시,연동
부산광역시,동구,수정동
충청남도,당진시,면천면
경기도,평택시,용이동
서울특별시,관악구,신림동
경기도,안산시상록구,월피동
대구광역시,수성구,파동
경상남도,남해군,서면
충청남도,부여군,은산면
경상남도,남해군,이동면
인천광역시,남구,숭의동
경기도,시흥시,정왕동
전라남도,여수시,둔덕동
경상북도,청도군,청도읍
경기도,광명시,철산동
인천광역시,부평구,부평동
경상남도,밀양시,삼문동
인천광역시,남구,용현동
충청북도,음성군,음성읍
부산광역시,남구,용호동
충청북도,진천군,진천읍
전라북도,정읍시,고부면
충청북도,충주시,단월동
인천광역시,남동구,논현동
충청북도,청주시흥덕구,복대동
서울특별시,강남구,일원동
서울특별시,관악구,신림동
경기도,부천시,괴안동
경기도,안양시동안구,호계동
서울특별시,성동구,용답동
경기도,시흥시,매화동
서울특별시,중구,소공동
충청남도,아산시,음봉면
울산광역시,울주군,삼남면
경상남도,고성군,거류면
전라남도,강진군,군동면
전라북도,남원시,금지면
대구광역시,달서구,갈산동
충청남도,서천군,서천읍
대구광역시,중구,동인동3가
서울특별시,강남구,역삼동
전라남도,순천시,해룡면
경상남도,남해군,남면
광주광역시,북구,문흥동
강원도,화천군,상서면
인천광역시,부평구,산곡동
충청북도,진천군,이월면
경기도,동두천시,송내동
인천광역시,중구,운서동
서울특별시,중구,중림동
인천광역시,남구,용현동
경기도,수원시팔달구,장안동
충청북도,충주시,직동
인천광역시,중구,전동
울산광역시,중구,약사동
경기도,안산시상록구,본오동
서울특별시,송파구,방이동
강원도,춘천시,남면
경상남도,거창군,거창읍
인천광역시,서구,경서동
경상남도,진주시,문산읍
경기도,고양시일산서구,일산동
경기도,연천군,전곡읍
대전광역시,유성구,구암동
대구광역시,수성구,범물동
광주광역시,광산구,쌍암동
전라북도,익산시,춘포면
경기도,수원시영통구,매탄동
서울특별시,용산구,한강로1가
전라남도,광양시,광양읍
경기도,이천시,신둔면
대구광역시,동구,용계동
서울특별시,종로구,혜화동
경기도,김포시,월곶면
전라북도,전주시덕진구,인후동2가
전라남도,고흥군,풍양면
대구광역시,동구,신암동
서울특별시,강서구,방화동
전라남도,순천시,승주읍
경기도,파주시,파주읍
강원도,춘천시,온의동
경기도,양주시,삼숭동
경상남도,함안군,군북면
경기도,용인시처인구,유방동
전라북도,전주시완산구,평화동2가
경기도,파주시,야동동
경상남도,사천시,사등동
인천광역시,중구,북성동1가
경상남도,양산시,물금읍
경상북도,경산시,압량면
서울특별시,강남구,신사동
부산광역시,북구,구포동
경기도,구리시,인창동
인천광역시,남동구,간석동
경기도,의왕시,청계동
경기도,안산시단원구,고잔동
경상북도,김천시,어모면
경상북도,청도군,청도읍
서울특별시,강북구,수유동
경상북도,김천시,감천면
전라남도,순천시,별량면
서울특별시,강북구,미아동
서울특별시,서초구,반포동
경상남도,양산시,상북면
세종특별자치시,세종,장군면
경상남도,고성군,거류면
경상남도,사천시,용현면
충청남도,천안시서북구,입장면
경기도,고양시덕양구,용두동
경기도,광주시,초월읍
경기도,안성시,미양면
경상남도,양산시,원동면
전라남도,무안군,무안읍
경기도,하남시,춘궁동
충청남도,천안시동남구,유량동
울산광역시,남구,신정동
경상북도,구미시,고아읍
경상북도,봉화군,춘양면
인천광역시,연수구,옥련동
경기도,안양시동안구,비산동
경상남도,김해시,진영읍
경상북도,포항시남구,오천읍
경기도,용인시처인구,양지면
전라북도,익산시,부송동
경상북도,청도군,각남면
경상남도,거창군,남상면
강원도,춘천시,석사동
전라북도,고창군,흥덕면
경상북도,칠곡군,가산면
경기도,안양시동안구,비산동
서울특별시,광진구,자양동
서울특별시,종로구,관수동
전라북도,무주군,안성면
경기도,구리시,아천동
제주특별자치도,제주시,조천읍
전라남도,해남군,문내면
경기도,시흥시,은행동
부산광역시,기장군,정관읍
경상북도,경주시,양남면
대구광역시,달성군,화원읍
강원도,영월군,영월읍
경상남도,창녕군,영산면
경상남도,창녕군,남지읍
강원도,강릉시,유산동
대구광역시,달서구,성당동
인천광역시,남구,주안동
부산광역시,기장군,기장읍
대전광역시,대덕구,송촌동
경기도,포천시,가산면
경기도,양주시,옥정동
경기도,용인시처인구,양지면
서울특별시,구로구,신도림동
경기도,남양주시,화도읍
강원도,원주시,반곡동
경상남도,하동군,양보면
강원도,동해시,대구동
서울특별시,도봉구,창동
충청북도,충주시,칠금동
경기도,수원시영통구,영통동
경기도,평택시,동삭동
경기도,포천시,내촌면
경상북도,영천시,고경면
서울특별시,종로구,부암동
경상남도,김해시,대동면
경상남도,진주시,명석면
전라남도,광양시,황금동
서울특별시,동작구,대방동
전라남도,해남군,해남읍
부산광역시,동래구,온천동
경기도,시흥시,정왕동
충청북도,옥천군,군북면
강원도,원주시,흥업면
대전광역시,동구,가양동
강원도,강릉시,초당동
경기도,안산시상록구,월피동
강원도,강릉시,구정면
전라북도,완주군,삼례읍
경기도,안성시,양성면
서울특별시,노원구,상계동
광주광역시,광산구,신가동
경상남도,창원시 의창구,북면
인천광역시,중구,도원동
경상북도,구미시,고아읍
울산광역시,중구,성안동
충청북도,괴산군,청천면
경상북도,영덕군,남정면
대구광역시,북구,침산동
전라남도,영암군,삼호읍
경상북도,포항시북구,죽도동
경상북도,구미시,인의동
부산광역시,금정구,부곡동
광주광역시,서구,쌍촌동
강원도,춘천시,약사동
경상북도,김천시,구성면
부산광역시,연제구,거제동
경상남도,밀양시,단장면
강원도,원주시,문막읍
전라북도,임실군,지사면
경기도,안산시단원구,성곡동
충청남도,부여군,부여읍
서울특별시,강남구,역삼동
부산광역시,연제구,연산동
경기도,김포시,통진읍
강원도,고성군,거진읍
대구광역시,수성구,상동
인천광역시,서구,가좌동
경기도,수원시장안구,송죽동
경기도,평택시,고덕면
강원도,평창군,용평면
전라북도,익산시,오산면
인천광역시,동구,송림동
서울특별시,관악구,봉천동
경기도,양주시,회암동
경상남도,창녕군,영산면
전라남도,순천시,별량면
경상북도,안동시,풍천면
경기도,김포시,북변동
전라북도,군산시,중동
경상남도,거제시,일운면
경상남도,창원시 마산회원구,내서읍
대구광역시,동구,신암동
인천광역시,서구,심곡동
경상북도,문경시,문경읍
경기도,평택시,청북읍
충청북도,제천시,덕산면
인천광역시,서구,오류동
경상남도,거제시,옥포동
충청남도,천안시서북구,성거읍
부산광역시,기장군,철마면
경상북도,봉화군,물야면
충청남도,보령시,웅천읍
경상북도,경산시,압량면
경상남도,남해군,이동면
경상북도,포항시북구,우현동
경상남도,양산시,물금읍
경기도,양주시,남면
충청북도,증평군,증평읍
전라북도,순창군,인계면
경상남도,김해시,내덕동
경기도,파주시,야당동
경기도,군포시,산본동
경상남도,진주시,상대동
경상북도,구미시,고아읍
서울특별시,동대문구,전농동
인천광역시,계양구,효성동
서울특별시,강남구,역삼동
강원도,강릉시,금학동
서울특별시,강서구,등촌동
경기도,평택시,고덕면
경상북도,예천군,호명면
경기도,부천시,중동
대구광역시,수성구,노변동
경상남도,창원시 마산합포구,진동면
서울특별시,강동구,고덕동
부산광역시,부산진구,범천동
경상남도,함안군,칠원읍
부산광역시,강서구,대저1동
경상북도,경주시,현곡면
경상남도,합천군,가야면
충청남도,아산시,탕정면
서울특별시,동작구,사당동
서울특별시,동작구,신대방동
대구광역시,달서구,월성동
경기도,시흥시,무지내동
부산광역시,사하구,하단동
경상남도,고성군,고성읍
경기도,하남시,초이동
경기도,동두천시,하봉암동
서울특별시,중랑구,면목동
경상북도,칠곡군,석적읍
경기도,성남시수정구,수진동
경기도,수원시권선구,고색동
경상남도,거제시,연초면
경상남도,함양군,함양읍
대구광역시,수성구,황금동
경상남도,함양군,마천면
강원도,동해시,천곡동
경기도,구리시,수택동
경기도,화성시,향남읍
전라북도,완주군,삼례읍
부산광역시,강서구,대저2동
경상남도,거제시,거제면
경상남도,남해군,창선면
부산광역시,사하구,다대동
서울특별시,성동구,용답동
충청남도,서산시,고북면
인천광역시,중구,운서동
서울특별시,동작구,사당동
경기도,양평군,강상면
울산광역시,동구,방어동
경상남도,산청군,신등면
광주광역시,광산구,월계동
경기도,파주시,월롱면
충청남도,금산군,군북면
강원도,철원군,서면
경상남도,창원시 마산합포구,산호동
전라남도,고흥군,남양면
충청남도,보령시,웅천읍
서울특별시,영등포구,신길동
전라남도,진도군,조도면
경상남도,거제시,상동동
광주광역시,남구,석정동
경상남도,창원시 의창구,동읍
경기도,부천시,삼정동
부산광역시,부산진구,당감동
경기도,용인시수지구,성복동
경상북도,포항시북구,흥해읍
경기도,포천시,가산면
경상남도,진주시,평거동
서울특별시,노원구,중계동
경상북도,안동시,풍산읍
강원도,강릉시,교동
경상남도,거창군,가조면
경상북도,구미시,장천면
강원도,속초시,노학동
전라북도,장수군,장계면
충청북도,옥천군,청성면
대구광역시,달성군,논공읍
경상남도,진주시,지수면
경기도,성남시분당구,정자동
부산광역시,사하구,하단동
대구광역시,달서구,유천동
서울특별시,성동구,행당동
광주광역시,남구,원산동
충청북도,영동군,심천면
경기도,평택시,평택동
경기도,파주시,문발동
전라북도,진안군,부귀면
대전광역시,유성구,구암동
광주광역시,동구,황금동
강원도,영월군,영월읍
경기도,화성시,동탄면
부산광역시,기장군,기장읍
경상북도,구미시,원평동
충청남도,아산시,염치읍
충청북도,음성군,맹동면
부산광역시,사상구,모라동
충청북도,괴산군,괴산읍
경상남도,양산시,북정동
대전광역시,서구,월평동
전라북도,고창군,고창읍
충청남도,당진시,순성면
울산광역시,동구,화정동
충청남도,부여군,양화면
충청북도,보은군,보은읍
경상남도,양산시,명곡동
충청북도,괴산군,불정면
충청남도,논산시,부적면
경기도,평택시,이충동
서울특별시,용산구,용산동4가
대전광역시,서구,월평동
경상남도,양산시,상북면
경기도,안양시동안구,관양동
경기도,하남시,초이동
경상북도,울진군,매화면
제주특별자치도,서귀포시,대정읍
경기도,의왕시,포일동
경기도,안성시,공도읍
경상남도,진주시,장재동
서울특별시,중구,주교동
부산광역시,서구,동대신동3가
경기도,부천시,고강동
부산광역시,사상구,덕포동
서울특별시,강남구,삼성동
경기도,시흥시,정왕동
경기도,시흥시,목감동
경기도,시흥시,정왕동
충청북도,청주시서원구,남이면
충청남도,서산시,잠홍동
경상남도,김해시,한림면
대전광역시,유성구,관평동
경상북도,칠곡군,동명면
충청북도,청주시흥덕구,옥산면
부산광역시,강서구,강동동
서울특별시,영등포구,문래동2가
인천광역시,부평구,산곡동
경상북도,성주군,수륜면
부산광역시,연제구,연산동
대구광역시,서구,이현동
경상남도,함안군,산인면
대구광역시,달성군,구지면
강원도,태백시,철암동
경기도,남양주시,와부읍
경상남도,남해군,삼동면
광주광역시,남구,임암동
광주광역시,서구,매월동
경기도,양평군,강하면
경상남도,김해시,상동면
경상북도,의성군,단촌면
경상남도,함안군,대산면
대구광역시,달성군,화원읍
전라북도,전주시완산구,효자동2가
광주광역시,광산구,장록동
서울특별시,서초구,방배동
대구광역시,북구,칠성동1가
경상남도,함안군,법수면
부산광역시,강서구,범방동
충청북도,청주시서원구,현도면
경상남도,남해군,삼동면
충청남도,공주시,계룡면
경상남도,하동군,금남면
경기도,성남시중원구,금광동
충청북도,단양군,단양읍
경기도,성남시중원구,하대원동
강원도,춘천시,중앙로3가
충청남도,논산시,연무읍
경상북도,경주시,천북면
경상남도,창녕군,대합면
경상북도,경산시,대평동
충청북도,청주시서원구,사창동
서울특별시,마포구,성산동
충청남도,당진시,읍내동
경상남도,김해시,진례면
서울특별시,서초구,우면동
경기도,과천시,과천동
경기도,광명시,하안동
서울특별시,영등포구,문래동5가
강원도,원주시,반곡동
충청북도,진천군,이월면
경기도,안산시단원구,고잔동
부산광역시,부산진구,부전동
전라남도,목포시,보광동1가
경상북도,안동시,도산면
경상북도,고령군,개진면
대구광역시,서구,비산동
경기도,화성시,동탄면
강원도,고성군,간성읍
경상북도,포항시남구,동해면
인천광역시,서구,당하동
경상남도,합천군,합천읍
대전광역시,동구,신안동
전라북도,김제시,요촌동
전라북도,부안군,변산면
대구광역시,북구,매천동
부산광역시,동래구,사직동
경기도,남양주시,와부읍
대전광역시,서구,관저동
경상남도,산청군,산청읍
경상남도,창원시 의창구,도계동
서울특별시,용산구,한남동
부산광역시,강서구,송정동
강원도,강릉시,교동
전라남도,여수시,낙포동
서울특별시,노원구,중계동
경기도,용인시처인구,원삼면
경상남도,진주시,명석면
대구광역시,북구,국우동
서울특별시,성동구,금호동4가
부산광역시,기장군,기장읍
서울특별시,용산구,원효로1가
경상북도,포항시북구,흥해읍
강원도,삼척시,교동
전라남도,무안군,무안읍
경기도,고양시덕양구,화정동
서울특별시,용산구,갈월동
경기도,부천시,상동
울산광역시,동구,서부동
경기도,고양시일산서구,주엽동
충청남도,천안시동남구,다가동
경상남도,김해시,강동
부산광역시,연제구,연산동
경기도,안성시,공도읍
충청남도,천안시동남구,구룡동
충청남도,부여군,충화면
경상북도,포항시북구,흥해읍
충청북도,음성군,음성읍
대구광역시,수성구,욱수동
강원도,횡성군,우천면
경기도,김포시,감정동
대전광역시,유성구,교촌동
서울특별시,송파구,방이동
경기도,남양주시,화도읍
대구광역시,달서구,상인동
광주광역시,광산구,옥동
충청북도,음성군,음성읍
충청남도,아산시,송악면
경기도,안성시,공도읍
경상남도,진주시,금산면
울산광역시,북구,상안동
충청남도,논산시,연무읍
충청북도,청주시청원구,내수읍
경기도,양평군,용문면
서울특별시,노원구,상계동
울산광역시,울주군,삼남면
경기도,화성시,매송면
대구광역시,달서구,대곡동
전라남도,나주시,노안면
부산광역시,강서구,봉림동
강원도,삼척시,노곡면
대구광역시,서구,비산동
충청남도,당진시,송산면
인천광역시,계양구,효성동
충청남도,아산시,신창면
경기도,안성시,고삼면
경상남도,함안군,산인면
충청남도,논산시,채운면
경상남도,의령군,칠곡면
부산광역시,서구,동대신동2가
경기도,안산시단원구,와동
인천광역시,서구,가좌동
부산광역시,강서구,송정동
경기도,부천시,역곡동
전라북도,군산시,산북동
대전광역시,중구,안영동
대구광역시,서구,비산동
경기도,광주시,오포읍
인천광역시,남동구,구월동
강원도,삼척시,미로면
경상남도,진주시,가좌동
경기도,안산시상록구,이동
서울특별시,영등포구,양평동4가
경상남도,창원시 성산구,상남동
부산광역시,부산진구,가야동
대구광역시,달성군,논공읍
경기도,안산시상록구,건건동
경기도,수원시권선구,권선동
서울특별시,강동구,천호동
서울특별시,강남구,삼성동
서울특별시,강동구,길동
경상남도,함안군,가야읍
경기도,안양시만안구,안양동
경기도,이천시,장호원읍
울산광역시,울주군,두동면
경상북도,군위군,군위읍
경상북도,포항시북구,덕수동
경기도,수원시영통구,매탄동
경상북도,포항시남구,오천읍
경상북도,영주시,휴천동
경기도,안성시,삼죽면
서울특별시,종로구,창신동
충청북도,음성군,감곡면
서울특별시,강북구,미아동
경상남도,거제시,장승포동
충청북도,청주시흥덕구,옥산면
경상북도,경주시,외동읍
서울특별시,동대문구,답십리동
충청남도,당진시,읍내동
경상북도,포항시북구,청하면
제주특별자치도,서귀포시,상예동
제주특별자치도,제주시,이호이동
강원도,강릉시,사천면
강원도,횡성군,서원면
충청북도,제천시,장락동
대전광역시,동구,낭월동
경상남도,합천군,청덕면
부산광역시,동래구,안락동
경기도,김포시,통진읍
서울특별시,서초구,서초동
서울특별시,용산구,한남동
전라북도,전주시완산구,중노송동
서울특별시,서초구,반포동
경상남도,사천시,서포면
전라남도,영암군,영암읍
제주특별자치도,제주시,조천읍
경상남도,양산시,상북면
서울특별시,구로구,고척동
경기도,시흥시,대야동
경기도,안산시단원구,선부동
충청남도,부여군,은산면
경상북도,고령군,개진면
경기도,수원시권선구,금곡동
충청남도,천안시서북구,두정동
경상남도,창원시 진해구,남문동
전라북도,진안군,진안읍
경상남도,남해군,남해읍
충청남도,아산시,탕정면
경상남도,산청군,삼장면
경상북도,문경시,산북면
서울특별시,서초구,양재동
인천광역시,부평구,십정동
강원도,삼척시,남양동
전라남도,영광군,백수읍
경기도,연천군,청산면
경기도,구리시,교문동
충청남도,부여군,은산면
경상남도,통영시,서호동
대전광역시,유성구,신성동
부산광역시,북구,구포동
부산광역시,부산진구,부전동
서울특별시,강남구,도곡동
경상남도,창원시 성산구,중앙동
경기도,연천군,왕징면
강원도,춘천시,동내면
경상북도,의성군,점곡면
충청남도,논산시,연산면
경기도,성남시중원구,은행동
충청남도,서산시,수석동
경기도,평택시,비전동
인천광역시,남구,주안동
충청남도,천안시서북구,성정동
경상남도,진주시,신안동
강원도,인제군,북면
경상북도,군위군,고로면
경기도,성남시분당구,수내동
세종특별자치시,세종,전의면
경상남도,밀양시,상남면
경상남도,창원시 의창구,팔용동
서울특별시,관악구,신림동
대구광역시,중구,대신동
경상남도,거제시,고현동
전라북도,순창군,적성면
서울특별시,구로구,구로동
전라북도,김제시,신풍동
경상북도,예천군,보문면
경기도,안성시,일죽면
서울특별시,은평구,역촌동
강원도,화천군,화천읍
경기도,성남시수정구,신흥동
경기도,오산시,오산동
충청남도,서산시,지곡면
경기도,화성시,팔탄면
부산광역시,해운대구,반송동
서울특별시,영등포구,영등포동2가
전라남도,장흥군,부산면
경기도,수원시장안구,율전동
서울특별시,중구,충무로4가
경기도,수원시팔달구,인계동
경상북도,경산시,자인면
경기도,남양주시,진건읍
서울특별시,관악구,봉천동
경기도,양평군,서종면
경상남도,의령군,의령읍
충청남도,논산시,연무읍
충청남도,천안시동남구,유량동
강원도,원주시,단구동
경기도,안성시,양성면
전라남도,나주시,금성동
경기도,부천시,중동
경상남도,김해시,진영읍
경상북도,안동시,태화동
광주광역시,북구,양산동
경기도,시흥시,대야동
전라남도,순천시,황전면
경기도,포천시,창수면
강원도,원주시,일산동
서울특별시,구로구,구로동
경기도,광명시,가학동
경상북도,포항시남구,오천읍
대전광역시,서구,둔산동
인천광역시,부평구,갈산동
경상남도,진주시,금산면
경기도,포천시,내촌면
경기도,김포시,북변동
경기도,화성시,비봉면
인천광역시,남동구,고잔동
부산광역시,강서구,미음동
경상남도,합천군,봉산면
울산광역시,울주군,언양읍
부산광역시,남구,대연동
서울특별시,도봉구,쌍문동
전라북도,익산시,용안면
충청북도,제천시,고암동
경기도,안양시동안구,평촌동
대구광역시,달성군,다사읍
경상남도,진주시,집현면
강원도,강릉시,포남동
전라북도,남원시,광치동
경상남도,산청군,금서면
부산광역시,서구,서대신동3가
경상남도,남해군,창선면
부산광역시,연제구,연산동
충청남도,보령시,대천동
경상북도,경주시,현곡면
충청북도,괴산군,연풍면
강원도,원주시,신림면
경상남도,창원시 마산합포구,진북면
전라남도,순천시,승주읍
경상남도,사천시,정동면
부산광역시,서구,암남동
대구광역시,달서구,상인동
경기도,군포시,당정동
부산광역시,부산진구,부암동
충청북도,괴산군,연풍면
경기도,부천시,소사본동
경기도,여주시,북내면
광주광역시,북구,문흥동
충청남도,태안군,태안읍
강원도,춘천시,동내면
경상북도,영덕군,영덕읍
강원도,양양군,양양읍
전라남도,강진군,마량면
강원도,홍천군,동면
서울특별시,송파구,마천동
충청북도,청주시서원구,모충동
인천광역시,강화군,송해면
부산광역시,중구,보수동1가
경기도,남양주시,수동면
광주광역시,광산구,쌍암동
전라남도,목포시,옥암동
경상북도,구미시,고아읍
서울특별시,강남구,청담동
경기도,고양시일산동구,설문동
전라남도,순천시,황전면
울산광역시,울주군,서생면
경기도,성남시분당구,삼평동
경기도,과천시,주암동
대구광역시,북구,동변동
경상북도,김천시,조마면
강원도,춘천시,후평동
경기도,이천시,신둔면
경상북도,김천시,용두동
세종특별자치시,세종,고운동
전라남도,완도군,고금면
경기도,고양시덕양구,현천동
전라남도,무안군,청계면
경상북도,구미시,양호동
강원도,정선군,화암면
경기도,평택시,포승읍
제주특별자치도,서귀포시,성산읍
부산광역시,금정구,금성동
강원도,태백시,황지동
충청남도,당진시,대호지면
충청북도,단양군,단양읍
부산광역시,부산진구,개금동
경상남도,김해시,진례면
경기도,성남시중원구,금광동
경기도,의정부시,민락동
서울특별시,마포구,서교동
인천광역시,남동구,구월동
강원도,속초시,노학동
서울특별시,강서구,가양동
경기도,양평군,강상면
강원도,철원군,갈말읍
경기도,남양주시,평내동
대전광역시,서구,둔산동
경상남도,남해군,삼동면
경기도,고양시일산서구,대화동
경기도,시흥시,정왕동
경기도,평택시,진위면
세종특별자치시,세종,조치원읍
경상남도,남해군,창선면
부산광역시,부산진구,개금동
경기도,하남시,창우동
경기도,김포시,하성면
서울특별시,서초구,양재동
대전광역시,유성구,봉명동
경기도,평택시,평택동
